tweet,label
No dia seguinte ela teve febre e voltou ao hospital. A equipe médica disse que precisava fazer o teste do COVID mas ela se RECUSOU e foi almoçar em um restaurante. Após seguiu novamente para o culto na Igreja onde ficou por duas horas.,1.0
passei a noite inteira com falta de ar e acordei com dor de garganta é isto amigos minha hora chegou se alguem tiver ultimas palavras me diga agora,1.0
Menino   eu já estaria em pânico do lado do pai do Samuel   tosse toda hora e não tá nem de máscara . #CidadeAlerta,1.0
Ruim de não estar em quarentena e ter rinite: Qualquer espirro ou tosse em público a gente precisa ficar alerta pra não tomar um tapa na fuça,0.0
Uma vergonha o povo aceitar os números de mortes por corona não são reais estão atestando até febre de rato como óbito por corona! Governadores corruptos bandidos se vingando no povo de bem!,0.0
Febre,1.0
É http://Globo.com: Com febre e tosse Roberto Kalil faz teste e se isola. https://blogs.oglobo.globo.com/lauro-jardim/post/com-febre-e-tosse-roberto-kalil-faz-teste-e-se-isola.html via @GoogleNews,0.0
Ex de @bellathorne @tanamongeau é diagnosticada com doença decorrente de um vírus: https://febreteen.com.br/2020/03/ex-de-bella-thorne-tana-mongeau-e-diagnosticada-com-doenca-decorrente-de-um-virus/ RT,0.0
coração acelerado o rosto/ a mão/ os pés formiga muito falta de ar insônia muitos pensamentos... o que me ajuda muito é ocupar a cabeça com coisas que eu gosto música série filme ou tomar um banho gelado.. me ajuda a relaxar,1.0
O jeito que eu não entendo física é diferente sla dá até uma falta de ar,0.0
Aí eu tô com falta de ar,1.0
Tô a 6 dias e a tosse tá melhorando kkkk vai dar certo,1.0
#perguntacorona Bethânia 48 anos sintomas leves de resfriado espirros  leve dor de garganta sem febre... tenho q ficar em isolamento não posso tomar nenhum antigripal?,1.0
Eu vivo em um eterno “to com coronga ou tendo uma crise de ansiedade” falta de ar vibes,1.0
Mas como vc é teimosa tia  olha as imagens do cara  tá vendo ele espirrando? Tá vendo ele com falta de ar? Tá vendo ele com febre? Já te disse  vai lá abraça ele e faz vc o exame se vc tiver ele também tá  fácil pra caramba  mas mostra o do lula aí pra nós,0.0
voltou a tosse que top,1.0
E vocês já sabem que amamos todos vocês né,0.0
Exato. Eu mesmo estou com todos os sintomas com exceção da falta de ar. Por isso não vou fazer o teste e não entrarei na estatística a não ser que piore. Acredito que a maioria das pessoas estejam na mesma.,1.0
Mas você ta com febre?,1.0
Carai num tô gostando dessa tosse,1.0
O primeiro paciente morto pelo coronavírus teve convívio c/ o pai de 83 anos a mãe de 82 o irmão de 61 e as duas irmãs de 60 e 55. O irmão da vítima diz que os cinco relataram sintomas como tosse febre e falta de ar mas não conseguiram até agora fazer o teste para o vírus!,0.0
Não vai no médico agora  se por um acaso sua febre não ficar controlada (febre alta que não baixa) ou vc começar a ter falta de ar vc procura o médico. A falta de ar  uma forma boa de perceber é se vc estiver fazendo atividades normais tipo tomae banho e começar a ficar cansada+,1.0
TÁ DELIRANDO NÉ? É FEBRE AFTOSA! GADO ARREGÃO CUIDA DA FEBRE! VAI EVOLUIR PRA COVARDE-38! ARREGÃO LAMBE BOLAS!,0.0
Tá com febre?!,1.0
Tô com falta de ar estou com medo é isso.,1.0
Tô com febre e falta de ar nao posso morrer sem extourar no rap brooo,1.0
nas primeiras 2 semanas todos os dias confundindo falta de ar de crise de ansiedade com sintoma de covid. depois passou.,0.0
Se realmente deu apoio à Bolsonaro pensando fortalecer a democracia  devia estar com febre  ou sofrendo de algum problema neurológico. Caso contrário  estás a mentir descaradamento. Bolsonaro jamais ofereceu suporte à idéia de fosse democracia. Só néscios acreditaram nele.,0.0
O auge do meu dia hj foi ver o meu pai falando que está com o Corona ele disse que estava queimando de febre quando mediu a temperatura estava 35.5C,0.0
Tenho muita esperança nessa tosse,1.0
Só pra atualizar vocês  o segundo médico me afastou por 3 dias e disse pra eu prestar atenção nos sintomas como falta de ar e cansaço. Por fim  estou em casa de quarentena e tive febre de tarde  mas estou a base de dipirona. Tomei o remédio e passou. Seguimos...,1.0
Saia Mullet Indiana inspirada na tendência que surgiu nos anos 60 e virou febre nos anos 80 com cortes de cabelo mullet. https://loja.kaxamana.com.br/saia-mullet,0.0
KJ Apa prefere 'Sex Education' a 'Riverdale'? Ator choca fãs ao se pronunciar sobre séries: https://febreteen.com.br/2020/03/kj-apa-prefere-sex-education-a-riverdale-ator-choca-fas-ao-se-pronunciar-sobre-series/ RT,0.0
O pior vírus no Brasil hj é o da febre aftosa!,0.0
sim eu terminei o cavalinho triste e me encontro em lágrimas.,0.0
N aguento mais essa falta de ar,1.0
E minha mãe que resolveu reformar o banheiro de casa no meio da pandemia e agora eu não sei se estou com dificuldade pra respirar pelo coronavírus ou é só a massa corrida,0.0
O único sintoma do corona que minha ansiedade consegue reproduzir é a falta de ar e é incrível como ela faz isso perfeitamente,0.0
Se conhecerem alguém que está sem convênio e tiver com algum sintoma da COVID-19 (tosse febre falta de ar dor de garganta) orientem para entrar na plataforma do Missão Covid - http://www.missaocovid.com.br . É uma plataforma que conecta o paciente com um grupo de médicos que,0.0
Tosse ou engole?,0.0
Vai ser ainda pior vão começar a mata-los como fizeram com os macacos no caso da febre amarela.,0.0
Quando tava a febre do Tinder tinha um pessoal ajeitado agora virou Badoo só tem gente feia,0.0
Minha mãe falou que a minha tosse é pq eu tô com vontade de fumar cigarro que inclusive eu não fumo ha 1 mês... fada que nunca erra,0.0
Sintomas começaram 22/2 02/3 começou a falta de ar 05/3 diagnóstico de sinusite dia 11/3 fizeram a coleta do teste e tomei Tamiflu No laudo diz que a análise aconteceu dia 22/3,1.0
Ba vsf que falta de ar é essa,1.0
O gado todo correndo pra longe da febre aftosa.,0.0
QUE FALTA DE AR,1.0
URGENTE: Estudo mostra que coronavírus causa FEBRE AFTOSA e DOENÇA DA VACA LOUCA. GADO proteja-se em casa!,0.0
#bdsp #BDSP bom dia Quem está infectado tem que ter febre?,1.0
A falta de ar  meu pai...,1.0
A surpresa é uma entrevista e falamos sobre o Brasil já podem surtar!,0.0
ela disse q tava estranhando msm pq tava todo mundo de mascara e ela disse q ta ficando com tosse tomara seja só tosse de fumante msm,1.0
Hoje tive que tomar 4 calmantes porque eu tava com muita falta de ar e dor no peito por conta de ansiedade e nervoso. O mais difícil da quarentena não está sendo ficar em casa mas as notícias sobre o Brasil e a convivência em casa,0.0
Essa noite vai ser longa cmg verificando se o Cristian tá tendo febre a cada 5 minutos,0.0
eu gosto muito dos bonequinhos que vem KKKKKK não aguento,0.0
Eu não tenho vergonha de usar máscara eu tenho é falta de ar mesmo,0.0
#ManuGavassi #manu #elafazosumiçodela #manulipa a abstinência e real estou com febre pela a ausência da @manugavassi,0.0
Pelo que vi na tv a pouco se além da febre ele começar a ter tosse ou falta de ar é para ir (de máscara) a um hospital. Mas não sou profissional da saúde eu ligaria no hospital ou no plano de saúde (se for o caso) para confirmar o que fazer.,1.0
A temperatura normalmente flutua ao longo do dia e o mesmo se aplica à febre. Se esse padrão característico estiver ausente a temperatura aumentada do corpo pode ser por causa de insolação. A insolação é causada pelo excesso de exposição ao sol e desidratação.,0.0
Uma mulher no grupo de vendas tá pedindo doação pra amiga dela q diz que está com suspeita de covid-19. Diz ela que a mulher tá queimando de febre está fraca e sem se alimentar direito. Daí eu perguntei: não é caso de internação ao invés de doação?,1.0
Essa tosse dele é fake  parte importante da encenação. E saindo da boca dele  porta voz da elite e interesses próprios  que políticos são submissos a vontade do povo  não passa de discurso pra enganar tolo. O que ele fez em prol do povo até agora? https://odia.ig.com.br/amp/brasil/2020/04/5902272-para-jair-bolsonaro--politicos-estao--submissos-a-vontade-do-povo.html,0.0
#Coronavirus é uma simples gripisinha uma tosse acabou de dizer o bostonaro kkkk aiai que presidente é esse #COVID19,0.0
Por favor Marcus se for infectado e sentir falta de ar morra em casa.,0.0
O BANANINHA! TOMA REMÉDIO PRA FEBRE AFTOSA! VC E SUA FAMÍLIA ESTÃO DELIRANDO!,0.0
Kkk to suave po  sem febre só to com dor no corpo  tosse  falta de ar  sem olfato  cansaço mas to suave kkkk AHAHAHHAHAHAHAHAHAHAHA,1.0
O Big Time Rush está vivíssimo durante essa quarentena e temos como provar!: http://febreteen.com.br/2020/04/o-big-time-rush-esta-vivissimo-durante-a-quarentena-e-temos-como-provar/ RT,0.0
Alguém sabe como estão funcionando os hospitais? Tô com falta de ar dores no corpo e calafrios medi a febre e está normal por isso não tô tão preocupada mas agora não sei se arrisco ir ou se continuo isolada,1.0
tive falta de ar ontem a noite já deixei até testamento pronto KJSAJKASJK e vamos de lookinho preto pro velório,1.0
Tô com febre,1.0
tô ficando até com falta de ar de tanto ódio juro mano,0.0
É muito bom saber que os números baixaram câncer 0 coração 0 H1N1 0 Dengue 0 febre amarela 0 trânsito 0 acidentes diversos 0. Parabéns pelo brilhante trahalho. ( contém MUITA ironia). @jdoriajr,0.0
mo febre e dor no corpo,1.0
Soranz! Você precisa ver os sintomas,0.0
A febre é o embate dos nossos anticorpos contra um vírus o que aumenta a disseminação do vírus no frio é a nossa mudança de hábitos tais como locais mais fechados e menos ventilados e aumento de aglomerações por estarmos em uma temperatura menor quais as fontes de sua ideia?,0.0
Td mundo aqui em casa com medo de eu estar com febre kkkkk,1.0
Amanda eu já sou acostumada a fazer e não sinto falta de ar,0.0
Só a febre no lombo,1.0
E vamos de 3 noite sem dormi com Hello com febre,0.0
Ontem eu comecei com tosse e muita falta de ar....,1.0
Chega um momento que a gente não sabe se a falta de ar é ansiedade ou coronavirus,1.0
Vocês também ficam com o coração apertado e uma angústia na garganta do nada?????? Chega a dar até falta de ar,0.0
a falta de ar pode ser psicológica?,1.0
Quando você aperta a mão de uma pessoa e depois vê ela com tosse:,1.0
Meu pai está com suspeita de Covid-19  mas estão se recusando a testa-lo  pois ele não está grave. Detalhe: pulmão comprometido por tuberculose  já teve febre  é diabético  hipertenso  cálculo renal  problemas cardíacos  mas não  nao é grave. E os números estão certinhos  viu!,1.0
Opa! Quer dizer que esses sistemas de detecção de febre não são acurados e são desproporcionalmente invasivos? #DataPrivacy,0.0
será se to com febre ou é só a sinusite me deixando com a sensação de que minha cara tá fervendo,1.0
Tbm não soh pra deputados,0.0
a vontade de fazer essa bosta desse presidente ter bronquite crônica e sentir dor e dificuldade pra respirar com uma gripe comum é imensa,0.0
falta de ar tá tendo,1.0
toda vez que eu tusso meu cérebro de lagarto acha que eu vou morrer aí eu lembro que tudo me dá tosse,0.0
Meu irmao com uma tosse do caralho e o meu pai teimando em fazer xarope caseiro ao inves de comprar um porreta na farmacia. Sair pra comprar coca sai. Pra comprar remedio fica de cu doce,1.0
5° dia da quarentena - Gartic com os friend - aprendi a usar q cafeteira - fui no dentista tirar ponto do siso - surtei achando q tava com febre eu tava com 36 6°C - Assisti o filme do Queen - Meu irmão fez Strogonoff - Vou jogar stop agr,0.0
parabéns só p quem estava medindo a febre com o termômetro em baixo do braço e foi dançar o resto vcs já sabem né,0.0
nunca fiquei tão aliviada por ter catarro na tosse,1.0
To com febre não né,1.0
Isso! Só vá ao hospital se tiver falta de ar febre que não baixa ou mal estar importante que não passe com medicamentos comuns como dipirona...,1.0
Caralho to queimando de febre,1.0
e vamos de tosse pelo amor de deus coronga aqui n,1.0
Eu tenho dor no peito quando respiro e tô com bastante catarro mas não tenho febre meu filho de um ano só tá tossindo devo ir no hospital? #balancogeral @balancogeral,1.0
Febre suína da África pode #VirusChines não pode. @EmbaixadaChina Você sabe o que significa hipocrisia seu chinês de merda.,0.0
Imagino que uma pessoa resfriada  com renite  tosse  sinusite  gripe só de sair de casa usando máscara para não contaminar ninguém,1.0
É mais fácil vc pegar coronavirus sarampo febre amarelo dengue etc....kkkkk Do que o Presidente Bolsonaro cair! Jumenta....,0.0
agora tô com uma tosse infernal mas tava aqui pensando que se eu peguei/pegar esse troço ou eu melhoro sozinha ou morro mesmo pq se me der falta de ar pra valer eu vou me convencer de que é crise de pânico e no máximo tomar uns rivotril,1.0
Como tá a falta de ar? Só é preocupante se tiver fôlego curto e ofegante,1.0
Muita falta de ar pqp,1.0
mds gravity é mto boa da até falta de ar quando elas se aproximam,0.0
O brasileiro só vai aprender o q é bom pra tosse qnd deus entregar o xarope pessoalmente -Eu 2020,0.0
e essa tosse pai amado? afasta de mim esse cálice,1.0
Quarentena dia 11: Estou com dor de garganta e espirrando um pouco mas isso se explica por pegar friagem. Sem tosse febre ou falta de ar. Mas já estou jogando a toalha. Mal posso acreditar nas sandices do governo e começo a simplesmente ignorar e proteger quem eu gosto.,1.0
Pq no máximo que pode pegar é uma febre aftosa nao é?,0.0
tem uma menina no mesmo ônibus que eu tossindo horrores e uma tosse com catarro o ônibus INTEIRO ficou encarando a coitada que por sinal é uma criança,1.0
Amanda Bynes revela que está grávida pela primeira vez e deleta post após comentários https://febreteen.com.br/2020/03/amanda-bynes-revela-que-esta-gravida-pela-primeira-vez-e-deleta-post-apos-comentarios/ RT,0.0
Niall Horan conta que Hailee Steinfeld sabe que as músicas de seu novo álbum são para ela: https://febreteen.com.br/2020/03/niall-horan-conta-que-hailee-steinfeld-sabe-que-as-musicas-de-seu-novo-album-sao-para-ela/ RT,0.0
Não posso afirmar não fiz o teste todos os sintomas indicava que eu estava contaminado com COVID-19 tosse febre. Nariz escorrendo sufocado sem respirar passei tomar cha alternados de folha de bananeira e folha de jaca.Não sinto mais nada.estou ótimo.Obs : não fui ao médico.,1.0
e o efeito colateral do meu antidepressivo que é me dar febre todo dia vou dormir febril,1.0
Quarentena dia 3: sem dor de cabeça mas ainda gripado e com tosse,1.0
Febre a essas hrs??? Sério isso,1.0
acabei de ouvir minha vizinha falando q ta sentindo q ta com febre senhor eu sei que tu me sondas,1.0
Acho que devemos manda-los para a pqp esse remédio é usado a décadas no Brasil para combater febre amarela .,0.0
As vezes as pessoas estão com gripe e usando igual eu que estou com tosse devido a essa época do ano (mas sei lá do jeito que o governo Bolsonaro é doido),0.0
Eu to com uma tosse fudida Mano.. Ta foda respirar,1.0
Só esqueceram de falar no BBB o principal sintoma: Tosse Seca,0.0
Amiga a Laura chorou  a Laura ela nunca chora  ela falou que chorou até de ficar com falta de ar,0.0
ah tô com falta de ar serase é #COVID2019 ? o motivo da falta de ar:,1.0
me aconteceu faz três dia que estou com 40 grau de febre... não consigo comer,1.0
Eu fecho os olhos e fico com falta de ar Não não é corona É abstinência de Neosoro,0.0
Estou melhor graças a Deus meu paladar voltou não tenho mais febre e a falta de ar só ficaram ainda dores no corpo e de cabeça e uma leve tosse a tomografia do meu pulmão dessa semana ainda com manchas vidro fosco mas semana que vem estaremos completamente curados eu tenho fé!,1.0
6:22  uma ansiedade meio nada a ver e falta de ar kkkk,0.0
to com tosse e consequentemente com uma faltinha de ar eu vo..... morrer?,1.0
Então desde muito antes daquela época que a gente jogava bola lá no P*ntieri eu não sentia mais falta de ar mesmo estando gordo ou magro. De onde veio essa porra sem chiado do nada?,0.0
Acompanha a febre e os outros sintomas. To monitorando aqui só to com um pouco de coriza mas pode ser rinite então ainda não liguei o modo preocupação. Só proibi meus pais de tentarem aparecer aqui de surpresa,1.0
Tô com falta de ar e com a pele meio seca aí que horror,1.0
Medeiros você está com febre tosse falta de ar cansaço? Estamos vivendo o pior momento das nossas vidas com homens mulheres e crianças assustados no mundo todo. Você parlamentar debochado a hora que as mortes se avolumarem cobraremos de vocês e homens assustados são bichos,0.0
Cade nossos amigos do @TikTokBrasil pra explicar pq não conseguimos postar um vídeo da fada @manugavassi lá??,0.0
2min perto de pessoas e eu já tô com falta de ar  c todos os sintomas do corona......misercordia,1.0
O meu tá também  to tendo febre e dor todo dia  tá uma delicinha,1.0
dor de cabeça  vomitando  febre  azia  dor no corpo  tá tudo 10,1.0
Nossa que maldade. Ele falou outra coisa,0.0
É artista que fala? @GoodieBagBand lança música feita na quarentena  Cosmic: https://febreteen.com.br/2020/04/e-artista-que-fala-goodie-bag-lanca-musica-feita-na-quarentena-cosmic/ RT,0.0
Um dia inteiro sem comer ou melhor comendo doce por questões de ansiedade e surtos sem sentido  começa a falta de ar e o taquicardia tremedeira e quando melhora doce  aah,0.0
falta de ar ansiedade ou coronga ?,1.0
Tem vídeo exclusivo da @biajordaoficial lá no nosso TikTok Corre lá ver porque ela arrasa muito!!! SPLASH,0.0
@spsaude_ e as academias aqui em SP? As pessoas estão em quarentena mas estão indo para a academia estão lotadas. Até o publicitário que viajou com o presidente disse ontem na JP que estava sem febre e iria treinar! POVO SEM NOÇÃO! Rio fechou e SP c/maior num infectados pode?,0.0
Aqui vamos nós  aqui vamos nós É a minha vez de fazer história Aqui vamos nós  aqui vamos nós Quando eu for embora eles vão se lembrar de mim  sim Um sonhador com a febre de ser grande era tudo que eu queria  era tudo que eu sempre quis,0.0
febre? :(,1.0
estou com falta de ar e tosse seca e agr n sei se é minha bronquite atacada ou se peguei coronavírus,1.0
Nossa véi... catarro e sinusite me atacaram forte dessa vez e essa febre chata que vem e vai... pqp,1.0
Thelma fez 80,0.0
Tem gente aqui no posto com máscara tossindo pa porra e com febre,1.0
tô aqui com a sinusite botando pra fuder em mim  morrendo de medo de ficar doente com febre e minha mãe achar que eu tô com corona e entrar em desespero  eu ter um ataque de pânico e minha irmã uma crise de choro,1.0
eu levei o sufocamento pro falta de ar não pra cheia de coisa sei la,0.0
Kkkkkkkkkkk até hj o povo n entende q o petry ta zuando pqp,0.0
E no caso de quem é asmático e já vive  de forma regular  com episódicas faltas de ar? Neste caso  há alguma sugestão para separar o sintoma da falta de ar normal da asma e o causado pelo covid19?,1.0
com febre estou  com febre estoou,1.0
recentemente eu to tendo um pouco de falta de ar não sei pq,1.0
#perguntacorona Após a contaminação quanto tempo a doença começar a dar os sintomas iniciais? Outra pergunta devemos se dirigir ao hospital só em caso de Falta de Ar?,1.0
Se alguém tosse do meu lado:,0.0
pra fora do CPFL sentada na escada quente e segurando a tosse pra n acharem q é Corona vírus,0.0
E eu que estou com febre,1.0
me pego chorando sei lá por que  sei lá por quem falta de ar  insegurança  sentimento de solidão  sentimento de insuficiência  que bosta vai tomar no cu,0.0
Aretuza LENDA nunca critiquei,0.0
gente eu odeio o daniel mas pelo amor de deus o cara tá doente já faz um tempo já teve febre já teve falta de ar já teve dores desmaiou na prova... um médico não pode fazer mais nada por ele?,0.0
É possivel ter febre pq se esforçou mais do que deveria?,0.0
Tosse ok Cansaço ok Falta de ar ok Dor de garganta ok Se der febre já era,1.0
Como se não bastasse minha tosse age espirros PODIA MUITO CHOVER SABE,1.0
na minha vida toda eu nunca tratei uma tosse e um espirro simples com tanto afinco e dedicação como agora - eu acordo de madrugada pra tomar remedio no horario certo,1.0
Como sei que estou com febre sem termômetro?,1.0
Ontem minha mãe tava resmungando de catarro na garganta e dificuldade pra respirar fundo. Comprei inalador pra ela (o antigo quebrou domingo) e tá ficando melhor.,1.0
Por isso comprei o termômetro era todo dia essa patifaria deu falando que tô com febre e pedindo pra minha mãe ver com a mão ushsuhw,1.0
NÃO CHORE NUNCA MAIS AMOR,0.0
Como os sherpas sabem que tão com coronga se eles vivem com falta de ar?,0.0
#DiárioCOVID19 08 Ontem a noite tive febre nariz entupido e um pouco de dor de cabeça mas já acordei normal hoje. Espero que não tenha sido nada.,1.0
ontem até fiquei com febre,1.0
A falta de ar vai me mata,1.0
e aqui no trabalho q quem tosse o meu patrão coloca pra trabalhar isolado de todos? tá maluco!!,1.0
Ele mandou vocês passarem no sindicato essa semana vai ter vacinação de febre aftosa.,0.0
6 horas depois vc volta na UPA com seu filho pior ainda  febre alta  diarreia  desidratação e o médico da novo diagnóstico : virose . Que porra de virose é nessa que ninguém sabe explicar  de onde vem ? Pra onde vai ?,1.0
Com certeza estão fechando aeroportos shoppings colocando cidades inteiras em quarentena pq o Adriano falou q é só uma febre e dor no corpo.,0.0
,0.0
to com febre e meu único pensamento é: NÃO SEJA CORONA NÃO SEJA CORONA NÃO SEJA CORONA,1.0
toma vergonha. ta querendo passar febre aftosa pra garota é idiota??,0.0
Mais um dia acordando com falta de ar sem entender nada mano que desespero,1.0
Tom Holland descobriu um novo jeito de se vestir e estamos presos nesse vídeo: https://febreteen.com.br/2020/04/tom-holland-descobriu-um-novo-jeito-de-se-vestir-e-estamos-presos-nesse-video/ RT,0.0
Mano fazia tempo q n me sentia assim Falta de ar e uma tremedeira eu n consigo imaginar oq vai acontecer a partir de agr,1.0
Dia 7 da quarentena: Tô tendo corona psicológico: frio dor no corpo falta de ar Aí eu deito minha paranoia passa e eu volto ao normal,0.0
Aqui o COVID-19 já é doença de pobre! O Ministério da Saúde já fugiu quarentena a base de salmão em Anápolis já acabou! O SUS só atende pacientes com febre de 45°C e respirando por aparelho! O pobre na berlinda sem Álcool Gel e Máscaras vai morrer milhares de pobres! Vergonha!,0.0
Bom dia. Dia 7. Tosse diminuiu vem de vez em quando apenas respiração a 95%. De resto mais nada tive dias piores. Bom sábado a todos.,1.0
hm talvez eu esteja c febre,1.0
Que dia lindo  e eu fazendo faxina em casa  quase morta com falta de ar,1.0
meu pai já tá irritando de tantas vezes q eu fui chegar a respiração dele tadinho hauahua a febre abaixou (toda noite ele tem aí com novalgina melhora),0.0
#Edicao10 Febre cansaço dor de garganta e cabeça não preenchem protocolo de atendimento se não tiver falta de ar ou quase morrendo. Mediante a esses sintomas quais as medidas que devemos tomar em casa para estes sintomas?,1.0
ai anjo só vai no médico se te dar muita falta de ar :((((* e melhoras gatinha,1.0
Vergonha?????? Eu fico é com falta de ar slk,0.0
Febre? Hmmm falta de ar?,1.0
Seja sempre forte e corajoso @dinhoouropreto #Repost @dinhoouropreto • • • • • • oi amigos blza? boa notícia-comecei a melhorar. tive menos febre ontem e acordei me sentindo melhor hoje. um direto no queixo… https://www.instagram.com/p/B-aDcimhf75/?igshid=9ho1qxeboti6,0.0
Engraçado é que brota gente até do 9° ano e ainda lembra kkkkkkkkkkjjjjkk,0.0
Eu também mano tenho bronquite asmática e ela atacou faz 1 semana ai fico tossindo com falta de ar galera fica com medo sksks,0.0
Gripizinha OK Tosse seca OK Corpo quente talvez febre OK N SEI MAIS OQ PRECISA PRA TER CORONA MAS MEDO,1.0
Wajngarten ficará mais tempo isolado depois de apresentar tosse seca. Mesmo assim o secretário da Comunicação que integrou a comitiva presidencial no famoso Voo da Morte bolou o slogan da campanha milionária para tirar o brasileiro de casa: Abismo Já!.,0.0
Sim viu  os outros dias que são horríveis  uma queimação  lembro que passei a noite toda mal com febre,1.0
#Balancogeral tive febre 39 5  sem apetite garganta inflamada  tontura vômito! Fui ao médico fiz exames de sangue e urina mas o médico disse que não era corona vírus perguntei uq era a ele disse que era uma virose ! Iae tive ou não tive corona ? Emerson São Paulo SP,1.0
Primeira conhecida com suspeita de coronavirus em casa esperando piorar a ponto de ir pra uti para fazer o teste. Raio x com mancha exame de sangue com indices alto pra virus falta de ar e semanas de febre. Uma pessoa do grupo de risco.,1.0
daniel ta com febre,1.0
isto eh apenas uma tosse ou,0.0
Por isso que eu falo deixa que vou sei me virar mas não vc tá com febre,1.0
Um amigo do Alexandre Garcia com 40graus de febre foi instruido a voltar pra casa hoje encontrase entubado e no hospital em Brasilia nao tem cloroquina a familia comprou e levou para que ele seja realmente tratado.,0.0
Que sinta muita falta de ar,1.0
não aguento mais sentir falta de ar,1.0
ânsia de vomito tristeza e febre....,1.0
